"시도별","시점","연령계층별","성별",데이터
"경상북도","2014.4/4","60세이상","여자",140
"경상북도","2015.1/4","20 - 29세","남자",86
"경상북도","2015.1/4","20 - 29세","여자",77
"경상북도","2015.1/4","30 - 39세","남자",164
"경상북도","2015.1/4","30 - 39세","여자",86
"경상북도","2015.1/4","40 - 49세","남자",203
"경상북도","2015.1/4","40 - 49세","여자",135
"경상북도","2015.1/4","50 - 59세","남자",196
"경상북도","2015.1/4","50 - 59세","여자",139
"경상북도","2015.1/4","60세이상","남자",168
"경상북도","2015.1/4","60세이상","여자",110
"경상북도","2015.2/4","20 - 29세","남자",92
"경상북도","2015.2/4","20 - 29세","여자",85
"경상북도","2015.2/4","30 - 39세","남자",166
"경상북도","2015.2/4","30 - 39세","여자",83
"경상북도","2015.2/4","40 - 49세","남자",205
"경상북도","2015.2/4","40 - 49세","여자",142
"경상북도","2015.2/4","50 - 59세","남자",202
"경상북도","2015.2/4","50 - 59세","여자",142
"경상북도","2015.2/4","60세이상","남자",176
"경상북도","2015.2/4","60세이상","여자",154
"경상북도","2015.3/4","20 - 29세","남자",96
"경상북도","2015.3/4","20 - 29세","여자",85
"경상북도","2015.3/4","30 - 39세","남자",164
"경상북도","2015.3/4","30 - 39세","여자",83
"경상북도","2015.3/4","40 - 49세","남자",204
"경상북도","2015.3/4","40 - 49세","여자",143
"경상북도","2015.3/4","50 - 59세","남자",203
"경상북도","2015.3/4","50 - 59세","여자",141
"경상북도","2015.3/4","60세이상","남자",172
"경상북도","2015.3/4","60세이상","여자",152
"경상북도","2015.4/4","20 - 29세","남자",95
"경상북도","2015.4/4","20 - 29세","여자",89
"경상북도","2015.4/4","30 - 39세","남자",164
"경상북도","2015.4/4","30 - 39세","여자",85
"경상북도","2015.4/4","40 - 49세","남자",204
"경상북도","2015.4/4","40 - 49세","여자",149
"경상북도","2015.4/4","50 - 59세","남자",203
"경상북도","2015.4/4","50 - 59세","여자",143
"경상북도","2015.4/4","60세이상","남자",174
"경상북도","2015.4/4","60세이상","여자",135
"경상북도","2016.1/4","20 - 29세","남자",97
"경상북도","2016.1/4","20 - 29세","여자",80
"경상북도","2016.1/4","30 - 39세","남자",164
"경상북도","2016.1/4","30 - 39세","여자",87
"경상북도","2016.1/4","40 - 49세","남자",202
"경상북도","2016.1/4","40 - 49세","여자",143
"경상북도","2016.1/4","50 - 59세","남자",199
"경상북도","2016.1/4","50 - 59세","여자",137
"경상북도","2016.1/4","60세이상","남자",167
"경상북도","2016.1/4","60세이상","여자",116
"경상북도","2016.2/4","20 - 29세","남자",94
"경상북도","2016.2/4","20 - 29세","여자",81
"경상북도","2016.2/4","30 - 39세","남자",163
"경상북도","2016.2/4","30 - 39세","여자",85
"경상북도","2016.2/4","40 - 49세","남자",201
"경상북도","2016.2/4","40 - 49세","여자",145
"경상북도","2016.2/4","50 - 59세","남자",205
"경상북도","2016.2/4","50 - 59세","여자",143
"경상북도","2016.2/4","60세이상","남자",180
"경상북도","2016.2/4","60세이상","여자",155
"경상북도","2016.3/4","20 - 29세","남자",93
"경상북도","2016.3/4","20 - 29세","여자",72
"경상북도","2016.3/4","30 - 39세","남자",168
"경상북도","2016.3/4","30 - 39세","여자",85
"경상북도","2016.3/4","40 - 49세","남자",200
"경상북도","2016.3/4","40 - 49세","여자",145
"경상북도","2016.3/4","50 - 59세","남자",204
"경상북도","2016.3/4","50 - 59세","여자",142
"경상북도","2016.3/4","60세이상","남자",181
"경상북도","2016.3/4","60세이상","여자",157
"경상북도","2016.4/4","20 - 29세","남자",95
"경상북도","2016.4/4","20 - 29세","여자",69
"경상북도","2016.4/4","30 - 39세","남자",168
"경상북도","2016.4/4","30 - 39세","여자",87
"경상북도","2016.4/4","40 - 49세","남자",201
"경상북도","2016.4/4","40 - 49세","여자",142
"경상북도","2016.4/4","50 - 59세","남자",206
"경상북도","2016.4/4","50 - 59세","여자",142
"경상북도","2016.4/4","60세이상","남자",183
"경상북도","2016.4/4","60세이상","여자",150
"경상북도","2017.1/4","20 - 29세","남자",90
"경상북도","2017.1/4","20 - 29세","여자",74
"경상북도","2017.1/4","30 - 39세","남자",169
"경상북도","2017.1/4","30 - 39세","여자",85
"경상북도","2017.1/4","40 - 49세","남자",197
"경상북도","2017.1/4","40 - 49세","여자",141
"경상북도","2017.1/4","50 - 59세","남자",205
"경상북도","2017.1/4","50 - 59세","여자",140
"경상북도","2017.1/4","60세이상","남자",170
"경상북도","2017.1/4","60세이상","여자",128
"경상북도","2017.2/4","20 - 29세","남자",94
"경상북도","2017.2/4","20 - 29세","여자",72
"경상북도","2017.2/4","30 - 39세","남자",166
"경상북도","2017.2/4","30 - 39세","여자",86
"경상북도","2017.2/4","40 - 49세","남자",200
"경상북도","2017.2/4","40 - 49세","여자",139
"경상북도","2017.2/4","50 - 59세","남자",206
"경상북도","2017.2/4","50 - 59세","여자",147
"경상북도","2017.2/4","60세이상","남자",182
"경상북도","2017.2/4","60세이상","여자",165
"경상북도","2017.3/4","20 - 29세","남자",98
"경상북도","2017.3/4","20 - 29세","여자",69
"경상북도","2017.3/4","30 - 39세","남자",164
"경상북도","2017.3/4","30 - 39세","여자",82
"경상북도","2017.3/4","40 - 49세","남자",199
"경상북도","2017.3/4","40 - 49세","여자",146
"경상북도","2017.3/4","50 - 59세","남자",204
"경상북도","2017.3/4","50 - 59세","여자",149
"경상북도","2017.3/4","60세이상","남자",184
"경상북도","2017.3/4","60세이상","여자",160
"경상북도","2017.4/4","20 - 29세","남자",96
"경상북도","2017.4/4","20 - 29세","여자",64
"경상북도","2017.4/4","30 - 39세","남자",164
"경상북도","2017.4/4","30 - 39세","여자",82
"경상북도","2017.4/4","40 - 49세","남자",195
"경상북도","2017.4/4","40 - 49세","여자",146
"경상북도","2017.4/4","50 - 59세","남자",206
"경상북도","2017.4/4","50 - 59세","여자",147
"경상북도","2017.4/4","60세이상","남자",187
"경상북도","2017.4/4","60세이상","여자",150
"경상북도","2018.1/4","20 - 29세","남자",87
"경상북도","2018.1/4","20 - 29세","여자",58
"경상북도","2018.1/4","30 - 39세","남자",165
"경상북도","2018.1/4","30 - 39세","여자",82
"경상북도","2018.1/4","40 - 49세","남자",189
"경상북도","2018.1/4","40 - 49세","여자",144
"경상북도","2018.1/4","50 - 59세","남자",201
"경상북도","2018.1/4","50 - 59세","여자",143
"경상북도","2018.1/4","60세이상","남자",178
"경상북도","2018.1/4","60세이상","여자",122
"경상북도","2018.2/4","20 - 29세","남자",83
"경상북도","2018.2/4","20 - 29세","여자",68
"경상북도","2018.2/4","30 - 39세","남자",160
"경상북도","2018.2/4","30 - 39세","여자",87
"경상북도","2018.2/4","40 - 49세","남자",187
"경상북도","2018.2/4","40 - 49세","여자",137
"경상북도","2018.2/4","50 - 59세","남자",206
"경상북도","2018.2/4","50 - 59세","여자",153
"경상북도","2018.2/4","60세이상","남자",196
"경상북도","2018.2/4","60세이상","여자",160
"경상북도","2018.3/4","20 - 29세","남자",83
"경상북도","2018.3/4","20 - 29세","여자",72
"경상북도","2018.3/4","30 - 39세","남자",159
"경상북도","2018.3/4","30 - 39세","여자",87
"경상북도","2018.3/4","40 - 49세","남자",185
"경상북도","2018.3/4","40 - 49세","여자",135
"경상북도","2018.3/4","50 - 59세","남자",204
"경상북도","2018.3/4","50 - 59세","여자",150
"경상북도","2018.3/4","60세이상","남자",199
"경상북도","2018.3/4","60세이상","여자",161
"경상북도","2018.4/4","20 - 29세","남자",83
"경상북도","2018.4/4","20 - 29세","여자",74
"경상북도","2018.4/4","30 - 39세","남자",161
"경상북도","2018.4/4","30 - 39세","여자",87
"경상북도","2018.4/4","40 - 49세","남자",186
"경상북도","2018.4/4","40 - 49세","여자",134
"경상북도","2018.4/4","50 - 59세","남자",206
"경상북도","2018.4/4","50 - 59세","여자",153
"경상북도","2018.4/4","60세이상","남자",202
"경상북도","2018.4/4","60세이상","여자",150
"경상북도","2019.1/4","20 - 29세","남자",83
"경상북도","2019.1/4","20 - 29세","여자",68
"경상북도","2019.1/4","30 - 39세","남자",160
"경상북도","2019.1/4","30 - 39세","여자",87
"경상북도","2019.1/4","40 - 49세","남자",184
"경상북도","2019.1/4","40 - 49세","여자",129
"경상북도","2019.1/4","50 - 59세","남자",199
"경상북도","2019.1/4","50 - 59세","여자",152
"경상북도","2019.1/4","60세이상","남자",194
"경상북도","2019.1/4","60세이상","여자",123
"경상북도","2019.2/4","20 - 29세","남자",82
"경상북도","2019.2/4","20 - 29세","여자",68
"경상북도","2019.2/4","30 - 39세","남자",156
"경상북도","2019.2/4","30 - 39세","여자",86
"경상북도","2019.2/4","40 - 49세","남자",186
"경상북도","2019.2/4","40 - 49세","여자",127
"경상북도","2019.2/4","50 - 59세","남자",201
"경상북도","2019.2/4","50 - 59세","여자",156
"경상북도","2019.2/4","60세이상","남자",199
"경상북도","2019.2/4","60세이상","여자",166
"경상북도","2019.3/4","20 - 29세","남자",88
"경상북도","2019.3/4","20 - 29세","여자",71
"경상북도","2019.3/4","30 - 39세","남자",155
"경상북도","2019.3/4","30 - 39세","여자",85
"경상북도","2019.3/4","40 - 49세","남자",186
"경상북도","2019.3/4","40 - 49세","여자",124
"경상북도","2019.3/4","50 - 59세","남자",198
"경상북도","2019.3/4","50 - 59세","여자",153
"경상북도","2019.3/4","60세이상","남자",208
"경상북도","2019.3/4","60세이상","여자",171
"경상북도","2019.4/4","20 - 29세","남자",86
"경상북도","2019.4/4","20 - 29세","여자",71
"경상북도","2019.4/4","30 - 39세","남자",151
"경상북도","2019.4/4","30 - 39세","여자",87
"경상북도","2019.4/4","40 - 49세","남자",185
"경상북도","2019.4/4","40 - 49세","여자",130
"경상북도","2019.4/4","50 - 59세","남자",205
"경상북도","2019.4/4","50 - 59세","여자",148
"경상북도","2019.4/4","60세이상","남자",213
"경상북도","2019.4/4","60세이상","여자",168
"경상북도","2020.1/4","20 - 29세","남자",90
"경상북도","2020.1/4","20 - 29세","여자",63
"경상북도","2020.1/4","30 - 39세","남자",147
"경상북도","2020.1/4","30 - 39세","여자",82
"경상북도","2020.1/4","40 - 49세","남자",180
"경상북도","2020.1/4","40 - 49세","여자",127
"경상북도","2020.1/4","50 - 59세","남자",204
"경상북도","2020.1/4","50 - 59세","여자",140
"경상북도","2020.1/4","60세이상","남자",209
"경상북도","2020.1/4","60세이상","여자",148
"경상북도","2020.2/4","20 - 29세","남자",79
"경상북도","2020.2/4","20 - 29세","여자",59
"경상북도","2020.2/4","30 - 39세","남자",144
"경상북도","2020.2/4","30 - 39세","여자",80
"경상북도","2020.2/4","40 - 49세","남자",176
"경상북도","2020.2/4","40 - 49세","여자",125
"경상북도","2020.2/4","50 - 59세","남자",207
"경상북도","2020.2/4","50 - 59세","여자",143
"경상북도","2020.2/4","60세이상","남자",212
"경상북도","2020.2/4","60세이상","여자",182
"경상북도","2020.3/4","20 - 29세","남자",86
"경상북도","2020.3/4","20 - 29세","여자",66
"경상북도","2020.3/4","30 - 39세","남자",144
"경상북도","2020.3/4","30 - 39세","여자",83
"경상북도","2020.3/4","40 - 49세","남자",177
"경상북도","2020.3/4","40 - 49세","여자",125
"경상북도","2020.3/4","50 - 59세","남자",208
"경상북도","2020.3/4","50 - 59세","여자",140
"경상북도","2020.3/4","60세이상","남자",220
"경상북도","2020.3/4","60세이상","여자",188
"경상북도","2020.4/4","20 - 29세","남자",86
"경상북도","2020.4/4","20 - 29세","여자",65
"경상북도","2020.4/4","30 - 39세","남자",138
"경상북도","2020.4/4","30 - 39세","여자",78
"경상북도","2020.4/4","40 - 49세","남자",176
"경상북도","2020.4/4","40 - 49세","여자",122
"경상북도","2020.4/4","50 - 59세","남자",205
"경상북도","2020.4/4","50 - 59세","여자",143
"경상북도","2020.4/4","60세이상","남자",224
"경상북도","2020.4/4","60세이상","여자",181
"경상북도","2021.1/4","20 - 29세","남자",85
"경상북도","2021.1/4","20 - 29세","여자",57
"경상북도","2021.1/4","30 - 39세","남자",131
"경상북도","2021.1/4","30 - 39세","여자",72
"경상북도","2021.1/4","40 - 49세","남자",173
"경상북도","2021.1/4","40 - 49세","여자",115
"경상북도","2021.1/4","50 - 59세","남자",200
"경상북도","2021.1/4","50 - 59세","여자",139
"경상북도","2021.1/4","60세이상","남자",218
"경상북도","2021.1/4","60세이상","여자",161
"경상북도","2021.2/4","20 - 29세","남자",87
"경상북도","2021.2/4","20 - 29세","여자",56
"경상북도","2021.2/4","30 - 39세","남자",129
"경상북도","2021.2/4","30 - 39세","여자",75
"경상북도","2021.2/4","40 - 49세","남자",173
"경상북도","2021.2/4","40 - 49세","여자",112
"경상북도","2021.2/4","50 - 59세","남자",202
"경상북도","2021.2/4","50 - 59세","여자",141
"경상북도","2021.2/4","60세이상","남자",233
"경상북도","2021.2/4","60세이상","여자",205
"경상북도","2021.3/4","20 - 29세","남자",86
"경상북도","2021.3/4","20 - 29세","여자",61
"경상북도","2021.3/4","30 - 39세","남자",133
"경상북도","2021.3/4","30 - 39세","여자",75
"경상북도","2021.3/4","40 - 49세","남자",176
"경상북도","2021.3/4","40 - 49세","여자",112
"경상북도","2021.3/4","50 - 59세","남자",199
"경상북도","2021.3/4","50 - 59세","여자",143
"경상북도","2021.3/4","60세이상","남자",237
"경상북도","2021.3/4","60세이상","여자",212
"경상북도","2021.4/4","20 - 29세","남자",96
"경상북도","2021.4/4","20 - 29세","여자",59
"경상북도","2021.4/4","30 - 39세","남자",131
"경상북도","2021.4/4","30 - 39세","여자",75
"경상북도","2021.4/4","40 - 49세","남자",176
"경상북도","2021.4/4","40 - 49세","여자",113
"경상북도","2021.4/4","50 - 59세","남자",200
"경상북도","2021.4/4","50 - 59세","여자",144
"경상북도","2021.4/4","60세이상","남자",235
"경상북도","2021.4/4","60세이상","여자",195
"경상북도","2022.1/4","20 - 29세","남자",91
"경상북도","2022.1/4","20 - 29세","여자",64
"경상북도","2022.1/4","30 - 39세","남자",136
"경상북도","2022.1/4","30 - 39세","여자",79
"경상북도","2022.1/4","40 - 49세","남자",172
"경상북도","2022.1/4","40 - 49세","여자",111
"경상북도","2022.1/4","50 - 59세","남자",201
"경상북도","2022.1/4","50 - 59세","여자",139
"경상북도","2022.1/4","60세이상","남자",235
"경상북도","2022.1/4","60세이상","여자",174
"경상북도","2022.2/4","20 - 29세","남자",89
"경상북도","2022.2/4","20 - 29세","여자",72
"경상북도","2022.2/4","30 - 39세","남자",137
"경상북도","2022.2/4","30 - 39세","여자",81
"경상북도","2022.2/4","40 - 49세","남자",173
"경상북도","2022.2/4","40 - 49세","여자",117
"경상북도","2022.2/4","50 - 59세","남자",206
"경상북도","2022.2/4","50 - 59세","여자",147
"경상북도","2022.2/4","60세이상","남자",247
"경상북도","2022.2/4","60세이상","여자",215
"경상북도","2022.3/4","20 - 29세","남자",85
"경상북도","2022.3/4","20 - 29세","여자",69
"경상북도","2022.3/4","30 - 39세","남자",133
"경상북도","2022.3/4","30 - 39세","여자",80
"경상북도","2022.3/4","40 - 49세","남자",174
"경상북도","2022.3/4","40 - 49세","여자",120
"경상북도","2022.3/4","50 - 59세","남자",206
"경상북도","2022.3/4","50 - 59세","여자",147
"경상북도","2022.3/4","60세이상","남자",252
"경상북도","2022.3/4","60세이상","여자",214
"경상북도","2022.4/4","20 - 29세","남자",84
"경상북도","2022.4/4","20 - 29세","여자",67
"경상북도","2022.4/4","30 - 39세","남자",133
"경상북도","2022.4/4","30 - 39세","여자",77
"경상북도","2022.4/4","40 - 49세","남자",172
"경상북도","2022.4/4","40 - 49세","여자",122
"경상북도","2022.4/4","50 - 59세","남자",206
"경상북도","2022.4/4","50 - 59세","여자",147
"경상북도","2022.4/4","60세이상","남자",252
"경상북도","2022.4/4","60세이상","여자",200
"경상북도","2023.1/4","20 - 29세","남자",78
"경상북도","2023.1/4","20 - 29세","여자",62
"경상북도","2023.1/4","30 - 39세","남자",128
"경상북도","2023.1/4","30 - 39세","여자",76
"경상북도","2023.1/4","40 - 49세","남자",169
"경상북도","2023.1/4","40 - 49세","여자",119
"경상북도","2023.1/4","50 - 59세","남자",204
"경상북도","2023.1/4","50 - 59세","여자",143
"경상북도","2023.1/4","60세이상","남자",250
"경상북도","2023.1/4","60세이상","여자",191
"경상북도","2023.2/4","20 - 29세","남자",76
"경상북도","2023.2/4","20 - 29세","여자",63
"경상북도","2023.2/4","30 - 39세","남자",131
"경상북도","2023.2/4","30 - 39세","여자",76
"경상북도","2023.2/4","40 - 49세","남자",167
"경상북도","2023.2/4","40 - 49세","여자",119
"경상북도","2023.2/4","50 - 59세","남자",205
"경상북도","2023.2/4","50 - 59세","여자",158
"경상북도","2023.2/4","60세이상","남자",269
"경상북도","2023.2/4","60세이상","여자",227
"경상북도","2023.3/4","20 - 29세","남자",71
"경상북도","2023.3/4","20 - 29세","여자",64
"경상북도","2023.3/4","30 - 39세","남자",137
"경상북도","2023.3/4","30 - 39세","여자",74
"경상북도","2023.3/4","40 - 49세","남자",162
"경상북도","2023.3/4","40 - 49세","여자",112
"경상북도","2023.3/4","50 - 59세","남자",200
"경상북도","2023.3/4","50 - 59세","여자",155
"경상북도","2023.3/4","60세이상","남자",262
"경상북도","2023.3/4","60세이상","여자",224
"경상북도","2023.4/4","20 - 29세","남자",70
"경상북도","2023.4/4","20 - 29세","여자",70
"경상북도","2023.4/4","30 - 39세","남자",134
"경상북도","2023.4/4","30 - 39세","여자",75
"경상북도","2023.4/4","40 - 49세","남자",163
"경상북도","2023.4/4","40 - 49세","여자",111
"경상북도","2023.4/4","50 - 59세","남자",203
"경상북도","2023.4/4","50 - 59세","여자",149
"경상북도","2023.4/4","60세이상","남자",263
"경상북도","2023.4/4","60세이상","여자",215
"경상북도","2024.1/4","20 - 29세","남자",66
"경상북도","2024.1/4","20 - 29세","여자",70
"경상북도","2024.1/4","30 - 39세","남자",127
"경상북도","2024.1/4","30 - 39세","여자",78
"경상북도","2024.1/4","40 - 49세","남자",163
"경상북도","2024.1/4","40 - 49세","여자",108
"경상북도","2024.1/4","50 - 59세","남자",200
"경상북도","2024.1/4","50 - 59세","여자",144
"경상북도","2024.1/4","60세이상","남자",260
"경상북도","2024.1/4","60세이상","여자",200
"경상북도","2024.2/4","20 - 29세","남자",73
"경상북도","2024.2/4","20 - 29세","여자",68
"경상북도","2024.2/4","30 - 39세","남자",126
"경상북도","2024.2/4","30 - 39세","여자",78
"경상북도","2024.2/4","40 - 49세","남자",167
"경상북도","2024.2/4","40 - 49세","여자",113
"경상북도","2024.2/4","50 - 59세","남자",202
"경상북도","2024.2/4","50 - 59세","여자",150
"경상북도","2024.2/4","60세이상","남자",270
"경상북도","2024.2/4","60세이상","여자",234
"경상북도","2024.3/4","20 - 29세","남자",77
"경상북도","2024.3/4","20 - 29세","여자",67
"경상북도","2024.3/4","30 - 39세","남자",129
"경상북도","2024.3/4","30 - 39세","여자",79
"경상북도","2024.3/4","40 - 49세","남자",164
"경상북도","2024.3/4","40 - 49세","여자",117
"경상북도","2024.3/4","50 - 59세","남자",196
"경상북도","2024.3/4","50 - 59세","여자",147
"경상북도","2024.3/4","60세이상","남자",261
"경상북도","2024.3/4","60세이상","여자",237
"경상북도","2024.4/4","20 - 29세","남자",72
"경상북도","2024.4/4","20 - 29세","여자",70
"경상북도","2024.4/4","30 - 39세","남자",132
"경상북도","2024.4/4","30 - 39세","여자",79
"경상북도","2024.4/4","40 - 49세","남자",162
"경상북도","2024.4/4","40 - 49세","여자",115
"경상북도","2024.4/4","50 - 59세","남자",199
"경상북도","2024.4/4","50 - 59세","여자",145
"경상북도","2024.4/4","60세이상","남자",263
"경상북도","2024.4/4","60세이상","여자",220
"경상남도","2014.1/4","20 - 29세","남자",104
"경상남도","2014.1/4","20 - 29세","여자",89
"경상남도","2014.1/4","30 - 39세","남자",247
"경상남도","2014.1/4","30 - 39세","여자",131
"경상남도","2014.1/4","40 - 49세","남자",271
"경상남도","2014.1/4","40 - 49세","여자",201
"경상남도","2014.1/4","50 - 59세","남자",221
"경상남도","2014.1/4","50 - 59세","여자",155
"경상남도","2014.1/4","60세이상","남자",122
"경상남도","2014.1/4","60세이상","여자",93
"경상남도","2014.2/4","20 - 29세","남자",104
"경상남도","2014.2/4","20 - 29세","여자",84
"경상남도","2014.2/4","30 - 39세","남자",244
"경상남도","2014.2/4","30 - 39세","여자",131
"경상남도","2014.2/4","40 - 49세","남자",278
"경상남도","2014.2/4","40 - 49세","여자",199
"경상남도","2014.2/4","50 - 59세","남자",221
"경상남도","2014.2/4","50 - 59세","여자",155
"경상남도","2014.2/4","60세이상","남자",132
"경상남도","2014.2/4","60세이상","여자",115
"경상남도","2014.3/4","20 - 29세","남자",112
"경상남도","2014.3/4","20 - 29세","여자",81
"경상남도","2014.3/4","30 - 39세","남자",243
"경상남도","2014.3/4","30 - 39세","여자",125
"경상남도","2014.3/4","40 - 49세","남자",277
"경상남도","2014.3/4","40 - 49세","여자",198
"경상남도","2014.3/4","50 - 59세","남자",219
"경상남도","2014.3/4","50 - 59세","여자",152
"경상남도","2014.3/4","60세이상","남자",133
"경상남도","2014.3/4","60세이상","여자",114
"경상남도","2014.4/4","20 - 29세","남자",103
"경상남도","2014.4/4","20 - 29세","여자",90
"경상남도","2014.4/4","30 - 39세","남자",243
"경상남도","2014.4/4","30 - 39세","여자",130
"경상남도","2014.4/4","40 - 49세","남자",277
"경상남도","2014.4/4","40 - 49세","여자",191
"경상남도","2014.4/4","50 - 59세","남자",223
"경상남도","2014.4/4","50 - 59세","여자",155
"경상남도","2014.4/4","60세이상","남자",133
"경상남도","2014.4/4","60세이상","여자",104
"경상남도","2015.1/4","20 - 29세","남자",104
"경상남도","2015.1/4","20 - 29세","여자",84
"경상남도","2015.1/4","30 - 39세","남자",239
"경상남도","2015.1/4","30 - 39세","여자",126
"경상남도","2015.1/4","40 - 49세","남자",277
"경상남도","2015.1/4","40 - 49세","여자",189
"경상남도","2015.1/4","50 - 59세","남자",227
"경상남도","2015.1/4","50 - 59세","여자",160
"경상남도","2015.1/4","60세이상","남자",130
"경상남도","2015.1/4","60세이상","여자",85
"경상남도","2015.2/4","20 - 29세","남자",110
"경상남도","2015.2/4","20 - 29세","여자",85
"경상남도","2015.2/4","30 - 39세","남자",239
"경상남도","2015.2/4","30 - 39세","여자",123
"경상남도","2015.2/4","40 - 49세","남자",280
"경상남도","2015.2/4","40 - 49세","여자",190
"경상남도","2015.2/4","50 - 59세","남자",233
"경상남도","2015.2/4","50 - 59세","여자",171
"경상남도","2015.2/4","60세이상","남자",149
"경상남도","2015.2/4","60세이상","여자",114
"경상남도","2015.3/4","20 - 29세","남자",108
"경상남도","2015.3/4","20 - 29세","여자",95
"경상남도","2015.3/4","30 - 39세","남자",239
"경상남도","2015.3/4","30 - 39세","여자",121
"경상남도","2015.3/4","40 - 49세","남자",275
"경상남도","2015.3/4","40 - 49세","여자",185
"경상남도","2015.3/4","50 - 59세","남자",236
"경상남도","2015.3/4","50 - 59세","여자",176
"경상남도","2015.3/4","60세이상","남자",152
"경상남도","2015.3/4","60세이상","여자",119
"경상남도","2015.4/4","20 - 29세","남자",99
"경상남도","2015.4/4","20 - 29세","여자",97
"경상남도","2015.4/4","30 - 39세","남자",237
"경상남도","2015.4/4","30 - 39세","여자",118
"경상남도","2015.4/4","40 - 49세","남자",272
"경상남도","2015.4/4","40 - 49세","여자",187
"경상남도","2015.4/4","50 - 59세","남자",240
"경상남도","2015.4/4","50 - 59세","여자",178
"경상남도","2015.4/4","60세이상","남자",152
"경상남도","2015.4/4","60세이상","여자",122
"경상남도","2016.1/4","20 - 29세","남자",106
"경상남도","2016.1/4","20 - 29세","여자",94
"경상남도","2016.1/4","30 - 39세","남자",230
"경상남도","2016.1/4","30 - 39세","여자",115
"경상남도","2016.1/4","40 - 49세","남자",266
"경상남도","2016.1/4","40 - 49세","여자",176
"경상남도","2016.1/4","50 - 59세","남자",237
"경상남도","2016.1/4","50 - 59세","여자",174
"경상남도","2016.1/4","60세이상","남자",153
"경상남도","2016.1/4","60세이상","여자",105
"경상남도","2016.2/4","20 - 29세","남자",118
"경상남도","2016.2/4","20 - 29세","여자",99
"경상남도","2016.2/4","30 - 39세","남자",222
"경상남도","2016.2/4","30 - 39세","여자",111
"경상남도","2016.2/4","40 - 49세","남자",266
"경상남도","2016.2/4","40 - 49세","여자",177
"경상남도","2016.2/4","50 - 59세","남자",241
"경상남도","2016.2/4","50 - 59세","여자",172
"경상남도","2016.2/4","60세이상","남자",163
"경상남도","2016.2/4","60세이상","여자",124
"경상남도","2016.3/4","20 - 29세","남자",116
"경상남도","2016.3/4","20 - 29세","여자",94
"경상남도","2016.3/4","30 - 39세","남자",222
"경상남도","2016.3/4","30 - 39세","여자",114
"경상남도","2016.3/4","40 - 49세","남자",265
"경상남도","2016.3/4","40 - 49세","여자",184
"경상남도","2016.3/4","50 - 59세","남자",242
"경상남도","2016.3/4","50 - 59세","여자",175
"경상남도","2016.3/4","60세이상","남자",165
"경상남도","2016.3/4","60세이상","여자",125
"경상남도","2016.4/4","20 - 29세","남자",120
"경상남도","2016.4/4","20 - 29세","여자",94
"경상남도","2016.4/4","30 - 39세","남자",225
"경상남도","2016.4/4","30 - 39세","여자",113
"경상남도","2016.4/4","40 - 49세","남자",266
"경상남도","2016.4/4","40 - 49세","여자",189
"경상남도","2016.4/4","50 - 59세","남자",243
"경상남도","2016.4/4","50 - 59세","여자",178
"경상남도","2016.4/4","60세이상","남자",165
"경상남도","2016.4/4","60세이상","여자",121
"경상남도","2017.1/4","20 - 29세","남자",116
"경상남도","2017.1/4","20 - 29세","여자",88
"경상남도","2017.1/4","30 - 39세","남자",221
"경상남도","2017.1/4","30 - 39세","여자",116
"경상남도","2017.1/4","40 - 49세","남자",259
"경상남도","2017.1/4","40 - 49세","여자",188
"경상남도","2017.1/4","50 - 59세","남자",247
"경상남도","2017.1/4","50 - 59세","여자",177
"경상남도","2017.1/4","60세이상","남자",161
"경상남도","2017.1/4","60세이상","여자",106
"경상남도","2017.2/4","20 - 29세","남자",111
"경상남도","2017.2/4","20 - 29세","여자",93
"경상남도","2017.2/4","30 - 39세","남자",225
"경상남도","2017.2/4","30 - 39세","여자",117
"경상남도","2017.2/4","40 - 49세","남자",259
"경상남도","2017.2/4","40 - 49세","여자",187
"경상남도","2017.2/4","50 - 59세","남자",252
"경상남도","2017.2/4","50 - 59세","여자",180
"경상남도","2017.2/4","60세이상","남자",174
"경상남도","2017.2/4","60세이상","여자",127
"경상남도","2017.3/4","20 - 29세","남자",106
"경상남도","2017.3/4","20 - 29세","여자",94
"경상남도","2017.3/4","30 - 39세","남자",230
"경상남도","2017.3/4","30 - 39세","여자",107
"경상남도","2017.3/4","40 - 49세","남자",261
"경상남도","2017.3/4","40 - 49세","여자",186
"경상남도","2017.3/4","50 - 59세","남자",252
"경상남도","2017.3/4","50 - 59세","여자",180
"경상남도","2017.3/4","60세이상","남자",172
"경상남도","2017.3/4","60세이상","여자",129
"경상남도","2017.4/4","20 - 29세","남자",109
"경상남도","2017.4/4","20 - 29세","여자",86
"경상남도","2017.4/4","30 - 39세","남자",230
"경상남도","2017.4/4","30 - 39세","여자",109
"경상남도","2017.4/4","40 - 49세","남자",263
"경상남도","2017.4/4","40 - 49세","여자",181
"경상남도","2017.4/4","50 - 59세","남자",255
"경상남도","2017.4/4","50 - 59세","여자",183
"경상남도","2017.4/4","60세이상","남자",176
"경상남도","2017.4/4","60세이상","여자",132
"경상남도","2018.1/4","20 - 29세","남자",107
"경상남도","2018.1/4","20 - 29세","여자",82
"경상남도","2018.1/4","30 - 39세","남자",225
"경상남도","2018.1/4","30 - 39세","여자",114
"경상남도","2018.1/4","40 - 49세","남자",262
"경상남도","2018.1/4","40 - 49세","여자",178
"경상남도","2018.1/4","50 - 59세","남자",248
